matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags,AvgNnnzDia,AvgNnnzELL,AvgNnnzHyb,AvgNnnzHdc
bcsstk19,817,817,6853,8.388,0.0102668,11,2,2.3064,469,11,0.0178849,0.762546,1.78061,0.348191
bcsstk20,485,485,3135,6.46392,0.0133277,11,2,2.35972,41,9,0.157657,0.587629,1.34044,0.406781
bcsstk21,3600,3600,26600,7.38889,0.00205247,9,4,1.12837,21,5,0.351852,0.820988,1.31103,0.594836
bcsstk22,138,138,696,5.04348,0.0365469,8,2,1.84497,65,9,0.077592,0.630435,1.50484,0.313452
bcsstk23,3134,3134,45178,14.4154,0.00459969,31,2,4.86667,593,15,0.0243093,0.465014,1.44146,0.449442
bcsstk24,3562,3562,159910,44.8933,0.0126034,57,15,11.4864,4309,57,0.0104185,0.787602,1.90348,0.288735
bcsstk25,15439,15439,252241,16.3379,0.00105822,59,2,7.08051,583,11,0.0280239,0.276914,1.41007,0.584683
bcsstk26,1922,1922,30336,15.7836,0.00821205,33,3,5.6938,467,9,0.0337978,0.47829,1.40653,0.552942
bcsstk27,1224,1224,56126,45.8546,0.0374629,54,15,9.79329,113,63,0.405793,0.849159,2.0361,0.41412
bcsstk28,4410,4410,219024,49.6653,0.011262,94,16,9.68176,835,23,0.0594794,0.528354,2.30467,0.607081
bcsstk29,13992,13992,619488,44.2744,0.00316427,71,5,15.641,2315,23,0.019125,0.623584,1.79692,0.594073
bcsstk30,28924,28924,2.04349e+06,70.6504,0.00244262,219,4,31.7231,13237,55,0.00533734,0.322605,1.20239,0.447582
bcsstk31,35588,35588,1.18142e+06,33.197,0.000932815,189,2,15.1769,3099,17,0.0107122,0.175646,1.27101,0.62551
bcsstk32,44609,44609,2.0147e+06,45.1636,0.00101243,216,2,15.485,25955,23,0.00174007,0.209091,1.60122,0.478337
bcsstk33,8738,8738,591904,67.7391,0.00775224,141,20,16.1069,1777,77,0.0381199,0.480419,1.69037,0.428951
bcsstk34,588,588,21418,36.4252,0.0619476,47,12,9.30782,191,83,0.190708,0.775004,1.8724,0.288824
bcsstk35,30237,30237,1.45016e+06,47.9599,0.00158613,222,5,14.2328,12799,35,0.00374716,0.216036,1.81867,0.464704
bcsstk36,23052,23052,1.14314e+06,49.5896,0.00215121,178,8,12.2213,12295,23,0.00403332,0.278593,2.03423,0.50096
bcsstk37,25503,25503,1.14098e+06,44.7389,0.00175426,102,8,13.4038,11191,23,0.00399776,0.438617,1.88117,0.512294
bcsstk38,8032,8032,355460,44.2555,0.0055099,614,2,20.4482,3663,37,0.0120818,0.0720773,1.39387,0.437159
bcsstk39,46772,46772,2.08929e+06,44.6698,0.000955053,63,12,4.95389,1089,69,0.0410191,0.709044,6.42632,0.389639
bcsstm01,48,48,48,1,0.0208333,1,1,0,1,1,1,1,1,0.5
bcsstm02,66,66,66,1,0.0151515,1,1,0,1,1,1,1,1,0.5
bcsstm03,112,112,112,1,0.00892857,1,1,0,1,1,1,1,1,0.5
bcsstm04,132,132,132,1,0.00757576,1,1,0,1,1,1,1,1,0.5
bcsstm05,153,153,153,1,0.00653595,1,1,0,1,1,1,1,1,0.5
bcsstm06,420,420,420,1,0.00238095,1,1,0,1,1,1,1,1,0.5
bcsstm07,420,420,7252,17.2667,0.0411111,26,2,6.06279,43,31,0.40155,0.664103,1.56243,0.354115
bcsstm08,1074,1074,1074,1,0.000931099,1,1,0,1,1,1,1,1,0.5
bcsstm09,1083,1083,1083,1,0.000923361,1,1,0,1,1,1,1,1,0.5
bcsstm10,1086,1086,22092,20.3425,0.0187316,27,6,5.61868,63,31,0.322897,0.753427,1.38874,0.39164
bcsstm11,1473,1473,1473,1,0.000678887,1,1,0,1,1,1,1,1,0.5
bcsstm12,1473,1473,19659,13.3462,0.00906058,22,2,5.16302,159,21,0.0839386,0.606647,1.44341,0.37493
bcsstm13,2003,2003,21943,10.9551,0.00546933,70,1,15.9708,917,1,0.0119466,0.156501,0.872379,0.645746
bcsstm19,817,817,817,1,0.00122399,1,1,0,1,1,1,1,1,0.5
bcsstm20,485,485,485,1,0.00206186,1,1,0,1,1,1,1,1,0.5
bcsstm21,3600,3600,3600,1,0.000277778,1,1,0,1,1,1,1,1,0.5
bcsstm22,138,138,138,1,0.00724638,1,1,0,1,1,1,1,1,0.5
bcsstm23,3134,3134,3134,1,0.000319081,1,1,0,1,1,1,1,1,0.5
bcsstm24,3562,3562,3562,1,0.000280741,1,1,0,1,1,1,1,1,0.5
bcsstm25,15439,15439,15439,1,6.4771e-05,1,1,0,1,1,1,1,1,0.5
bcsstm26,1922,1922,1922,1,0.000520291,1,1,0,1,1,1,1,1,0.5
bcsstm27,1224,1224,56126,45.8546,0.0374629,54,15,9.79329,113,63,0.405793,0.849159,2.0361,0.41412
bcsstm34,588,588,24270,41.2755,0.0701964,54,12,10.8643,191,93,0.216102,0.764361,1.95574,0.292413
bcsstm35,30237,30237,20619,0.681913,2.25523e-05,6,0,1.03433,11,1,0.0619921,0.113652,0.787338,0.405385
bcsstm36,23052,23052,320606,13.9079,0.000603329,103,0,14.0348,10569,9,0.00131592,0.135029,0.995306,0.475013
bcsstm37,25503,25503,15525,0.608752,2.38698e-05,5,0,0.700214,9,1,0.0676391,0.12175,0.923781,0.378355
bcsstm38,8032,8032,10485,1.3054,0.000162525,20,0,1.94834,197,1,0.00662641,0.0652702,0.895354,0.558519
bcsstm39,46772,46772,46772,1,2.13803e-05,1,1,0,1,1,1,1,1,0.5
b_dyn,1089,1089,4264,3.91552,0.00359552,11,1,2.19697,1643,0,0.00238315,0.355956,1.22517,0.398609
belgium_osm,1.4413e+06,1.4413e+06,3.09994e+06,2.1508,1.49227e-06,10,1,0.492694,363146,2,5.92269e-06,0.21508,1.14742,0.458328
BenElechi1,245874,245874,1.31505e+07,53.4847,0.000217529,54,1,2.99507,1065,33,0.0502204,0.990457,11.5149,0.616828
benzene,8219,8219,242669,29.5254,0.00359233,37,12,5.40378,5723,13,0.00515907,0.797983,1.892,0.468377
bfly,49152,49152,196608,4,8.13802e-05,4,4,0,50,2,0.08,1,1,0.666233
bfwa398,398,398,3678,9.24121,0.0232191,23,3,3.75468,389,5,0.0237563,0.401792,1.17327,0.399062
bfwa62,62,62,450,7.25806,0.117066,21,3,3.17721,82,5,0.088513,0.345622,1.22155,0.341201
bfwa782,782,782,7514,9.6087,0.0122873,24,3,3.82519,673,7,0.0142774,0.400362,1.17873,0.387571
bfwb398,398,398,2910,7.31156,0.0183707,13,2,2.49289,329,5,0.0222236,0.562428,1.17513,0.400333
bfwb62,62,62,342,5.51613,0.0889698,13,2,1.87291,63,5,0.0875576,0.424318,1.30609,0.351875
bfwb782,782,782,5982,7.64962,0.00978212,13,2,2.55627,593,7,0.0128999,0.588432,1.18817,0.375314
big,13209,13209,91465,6.92445,0.000524222,12,3,0.933742,17813,3,0.00038873,0.577037,3.50354,0.359509
big_dual,30269,30269,89858,2.96865,9.80755e-05,3,2,0.174268,2316,2,0.0012818,0.989549,11.336,0.571378
Binaryalphadigs_10NN,1404,1404,19392,13.812,0.00983758,31,10,3.78729,2264,2,0.00610069,0.445547,1.42823,0.362856
biplane-9,21701,21701,84076,3.87429,0.000178531,4,2,0.346207,1278,2,0.00303153,0.968573,5.01748,0.634912
bips07_1693,13275,13275,49044,3.69446,0.000278302,30,1,2.79638,7157,2,0.000516203,0.123149,1.09842,0.480692
bips07_1998,15066,15066,62198,4.12837,0.000274019,27,1,2.99388,9628,3,0.000428788,0.152903,1.11277,0.422737
bips07_2476,16861,16861,66498,3.94389,0.000233906,27,1,2.89359,10222,2,0.000385824,0.14607,1.12343,0.473206
bips07_3078,21128,21128,75729,3.5843,0.000169647,27,1,2.7076,10951,2,0.000327303,0.132752,1.09129,0.481646
bips98_1142,9735,9735,40983,4.20986,0.000432446,30,1,3.05569,6386,3,0.000659233,0.140329,1.11678,0.422246
bips98_1450,11305,11305,44678,3.95206,0.000349585,30,1,2.9378,6895,3,0.000573177,0.131735,1.12204,0.422165
bips98_606,7135,7135,34738,4.86868,0.000682365,30,1,3.28996,5527,3,0.000880889,0.162289,1.19529,0.418341
blckhole,2132,2132,14872,6.97561,0.00327186,20,1,0.953106,699,3,0.00997941,0.34878,5.14026,0.569306
blockqp1,60012,60012,640033,10.6651,0.000177716,40011,2,305.43,80025,3,0.000133272,0.000266554,0.0978857,0.382449
bloweya,30004,30004,150009,4.99963,0.000166632,10001,2,57.7629,30009,5,0.000166604,0.000499913,0.221335,0.333325
bloweybl,30003,30003,120000,3.9996,0.000133307,10001,1,57.7293,20011,9,0.00019987,0.00039992,0.100453,0.255304
bloweybq,10001,10001,69991,6.9984,0.00069977,10001,4,99.94,20001,5,0.000349903,0.00069977,0.998674,0.269262
bmw3_2,227362,227362,1.12886e+07,49.6505,0.000218376,336,2,13.8112,172465,27,0.000287887,0.147769,1.78357,0.434361
bmw7st_1,141347,141347,7.33967e+06,51.9266,0.00036737,435,1,12.7244,132513,23,0.00039186,0.119371,1.99103,0.42012
bmwcra_1,148770,148770,1.0644e+07,71.5467,0.000480922,351,24,18.508,66217,73,0.00108049,0.203837,1.85958,0.405693
bodyy4,17546,17546,121938,6.94962,0.00039608,9,3,0.526049,2389,5,0.00290901,0.77218,5.9157,0.538986
bodyy5,18589,18589,129281,6.9547,0.00037413,9,3,0.48651,2165,9,0.00321233,0.772745,6.75201,0.414926
bodyy6,19366,19366,134748,6.95797,0.000359288,9,3,0.450812,2225,9,0.00312718,0.773108,7.60566,0.415298
boeing_nasa1824,1824,1824,39208,21.4956,0.0117849,42,6,7.04139,427,23,0.050341,0.5118,1.40798,0.4364
boeing_nasa2910,2910,2910,174296,59.8955,0.0205827,175,16,30.0203,1719,51,0.0348432,0.34226,1.30106,0.412426
boeing_nasa4704,4704,4704,104756,22.2696,0.00473417,42,6,6.45603,847,13,0.0262923,0.530228,1.52411,0.567842
bone010,986703,986703,7.16663e+07,72.6321,7.36109e-05,81,12,15.8104,18009,11,0.0040331,0.896693,2.34002,0.854928
boneS01,127224,127224,6.71515e+06,52.7821,0.000414875,81,12,17.6404,3033,11,0.0174026,0.651631,1.59675,0.811585
boneS10,914898,914898,5.54684e+07,60.628,6.62675e-05,81,12,20.374,7331,11,0.00827008,0.748494,1.56189,0.840735
boyd1,93279,93279,1.21123e+06,12.985,0.000139206,93261,3,653.397,186539,1,6.96103e-05,0.000139233,0.990573,0.325013
boyd2,466316,466316,1.5004e+06,3.21755,6.89994e-06,93262,2,194.912,373047,3,8.62506e-06,3.45002e-05,0.202228,0.365983
bp_1000,822,822,4661,5.67032,0.0068982,308,1,12.3244,1285,0,0.0044127,0.0184101,0.700843,0.390128
bp_1200,822,822,4726,5.74939,0.00699439,311,1,12.3394,1293,0,0.00444655,0.0184868,0.699555,0.388652
bp_1400,822,822,4790,5.82725,0.00708911,311,1,12.3648,1289,0,0.00452075,0.0187371,0.698007,0.389389
bp_1600,822,822,4841,5.88929,0.00716459,304,1,12.1697,1290,0,0.00456534,0.0193727,0.70859,0.389205
bp_200,822,822,3802,4.6253,0.00562689,283,1,11.3574,1086,0,0.00425903,0.0163438,0.677363,0.430818
bp_400,822,822,4028,4.90024,0.00596137,295,1,11.7555,1148,0,0.0042685,0.016611,0.64956,0.417259
bp_600,822,822,4172,5.07543,0.00617448,302,1,12.0395,1189,0,0.00426865,0.016806,0.694116,0.408752
bp_800,822,822,4534,5.51582,0.00671024,304,1,12.0952,1241,0,0.00444465,0.0181441,0.698113,0.398449
brack2,62631,62631,733118,11.7054,0.000186894,32,3,4.87345,80822,8,0.000144829,0.365792,1.40222,0.336274
brainpc2,27607,27607,179395,6.49817,0.000235381,13799,1,131.255,27609,11,0.000235364,0.000470916,0.172397,0.270822
bratu3d,27792,27792,173796,6.25345,0.000225009,7,1,1.67325,7407,0,0.000844263,0.893351,2.29733,0.789568
breasttissue_10NN,106,106,1412,13.3208,0.125667,27,10,3.6096,180,6,0.0740042,0.493361,1.30521,0.323422
bundle1,10581,10581,770901,72.8571,0.00688565,1711,17,198.797,20339,5,0.00358214,0.0425816,0.840916,0.334406
bundle_adj,513351,513351,2.02081e+07,39.365,7.66824e-05,12588,3,250.766,1.01349e+06,5,3.88411e-05,0.00312718,0.687418,0.322449
bwm200,200,200,796,3.98,0.0199,4,3,0.14,5,5,0.796,0.995,18.3579,0.443207
bwm2000,2000,2000,7996,3.998,0.001999,4,3,0.0446766,5,5,0.7996,0.9995,76.0318,0.444321
c-18,2169,2169,15145,6.98248,0.00321922,170,2,8.54795,2239,3,0.00311857,0.0410734,0.924329,0.406415
c-19,2327,2327,21817,9.37559,0.00402905,362,2,11.9908,2605,3,0.00359908,0.0258994,0.924427,0.410146
c-20,2921,2921,22685,7.76618,0.00265874,158,2,12.5689,2913,3,0.00266604,0.049153,0.821545,0.419723
c-21,3509,3509,32157,9.16415,0.00261161,451,2,13.4753,3213,3,0.00285221,0.0203196,0.856864,0.446
c-22,3792,3792,28872,7.61392,0.00200789,208,2,12.6071,3765,3,0.00202229,0.0366054,0.822364,0.419093
c-23,3969,3969,31079,7.83044,0.0019729,655,2,14.9717,3973,3,0.00197091,0.0119549,0.771086,0.419574
c-24,4119,4119,35699,8.66691,0.00210413,232,2,15.0648,3667,3,0.00236349,0.0373574,0.802642,0.447291
c-25,3797,3797,49635,13.0722,0.00344276,600,2,20.0245,4235,3,0.0030867,0.0217869,0.881036,0.42661
c-26,4307,4307,34537,8.01881,0.00186181,438,2,12.5287,4297,3,0.00186614,0.0183078,0.8753,0.421745
c-27,4563,4563,31375,6.87596,0.00150689,369,2,10.6722,4569,3,0.00150492,0.018634,0.834928,0.410347
c-28,4598,4598,30590,6.65289,0.00144691,386,2,9.00795,4679,3,0.00142186,0.0172355,0.89247,0.405204
c-29,5033,5033,43731,8.68885,0.00172638,481,2,15.9797,4935,3,0.00176066,0.0180641,0.797503,0.43007
c-30,5321,5321,65693,12.346,0.00232024,2110,2,74.629,5205,3,0.00237195,0.00585118,0.459636,0.450323
c-31,5339,5339,78571,14.7164,0.0027564,458,2,29.9272,5261,3,0.00279727,0.0321319,0.76148,0.456896
c-32,5975,5975,54471,9.11649,0.00152577,1986,2,64.3208,5845,3,0.00155971,0.00459038,0.432255,0.433498
c-33,6317,6317,56123,8.88444,0.00140643,986,2,34.6754,6139,3,0.00144721,0.00901059,0.628909,0.433085
c-34,6611,6611,64333,9.73121,0.00147197,862,2,17.0409,7109,3,0.00136886,0.0112891,0.843252,0.419611
c-35,6537,6537,62891,9.62077,0.00147174,964,2,15.2392,6785,3,0.00141795,0.00998006,0.836494,0.425658
c-36,7479,7479,65941,8.81682,0.00117888,674,2,28.4489,7201,3,0.00122439,0.0130813,0.614627,0.434275
c-37,8204,8204,74676,9.10239,0.00110951,652,2,14.8324,8603,3,0.00105805,0.0139607,0.877106,0.420547
c-38,8127,8127,77689,9.55937,0.00117625,889,2,16.4993,8535,3,0.00112002,0.0107529,0.80038,0.423072
c-39,9271,9271,136811,14.7569,0.00159172,668,2,41.2333,9549,3,0.00154538,0.0220911,0.731569,0.447837
c-40,9941,9941,81501,8.19847,0.000824713,1619,2,44.1555,9723,3,0.000843204,0.00506391,0.574902,0.426677
c-41,9769,9769,101745,10.4151,0.00106614,939,2,18,9985,3,0.00104307,0.0110917,0.80415,0.432929
c-42,10471,10471,110285,10.5324,0.00100587,1282,2,41.3385,10717,3,0.000982777,0.00821562,0.568975,0.433268
c-43,11125,11125,123675,11.1169,0.000999268,2620,2,72.6019,11103,3,0.00100125,0.00424307,0.360318,0.440992
c-44,10728,10728,85000,7.92319,0.000738553,780,2,12.8189,11019,3,0.000719048,0.0101579,0.836239,0.415717
c-45,13206,13206,174452,13.2101,0.00100031,2242,2,85.1036,12703,3,0.00103992,0.00589209,0.38507,0.456875
c-46,14913,14913,130397,8.74385,0.000586324,1397,2,42.0216,14075,3,0.000621233,0.00625902,0.451203,0.437311
c-47,15343,15343,211401,13.7783,0.000898021,2133,2,38.897,15335,3,0.000898489,0.0064596,0.774385,0.451057
c-48,18354,18354,166080,9.04871,0.00049301,950,2,16.8659,18425,3,0.00049111,0.00952496,0.866509,0.428221
c-49,21132,21132,157042,7.43148,0.000351669,1532,2,14.4521,21833,3,0.000340378,0.00485083,0.780628,0.410388
c-50,22401,22401,193625,8.64359,0.000385857,1919,2,22.9016,22691,3,0.000380926,0.00450421,0.715529,0.423749
c-51,23196,23196,203050,8.75366,0.000377378,1570,2,18.1982,23987,3,0.000364934,0.00557558,0.782923,0.420754
c-52,23948,23948,202716,8.46484,0.000353468,1714,2,16.0431,24941,3,0.000339395,0.00493865,0.814603,0.417406
c-53,30235,30235,372213,12.3107,0.000407166,4468,2,78.5484,29309,3,0.00042003,0.0027553,0.392157,0.451882
c-54,31793,31793,391693,12.3201,0.00038751,1808,2,37.5014,30421,3,0.000404987,0.00681422,0.637394,0.454493
c-55,32780,32780,403450,12.3078,0.000375467,2920,2,24.4989,35339,3,0.000348278,0.004215,0.803817,0.430715
c-56,35910,35910,380900,10.6071,0.000295379,1410,2,32.1489,33267,3,0.000318847,0.00752275,0.68278,0.452664
c-57,37833,37833,405197,10.7101,0.00028309,10402,2,134.88,36551,3,0.000293019,0.00102962,0.198045,0.445208
c-58,37595,37595,552557,14.6976,0.000390946,5058,2,43.3618,42117,3,0.000348971,0.00290582,0.73277,0.430234
c-59,41282,41282,480536,11.6403,0.000281971,3090,2,23.761,42817,3,0.000271862,0.0037671,0.798509,0.435761
c-60,43640,43640,298578,6.84184,0.000156779,2208,2,14.2757,44311,3,0.000154405,0.00309866,0.77058,0.407534
c-61,43618,43618,310016,7.10752,0.000162949,2830,2,16.7598,43687,3,0.000162692,0.00251149,0.734666,0.412609
c-62,41731,41731,559343,13.4035,0.000321189,5060,2,34.3153,46479,3,0.000288378,0.00264892,0.721163,0.427803
c-62ghs,41731,41731,559343,13.4035,0.000321189,5060,2,34.3153,46479,3,0.000288378,0.00264892,0.721163,0.427803
c-63,44234,44234,434704,9.82737,0.000222168,3244,2,21.3432,46299,3,0.000212259,0.0030294,0.76607,0.425191
c-64,51035,51035,717841,14.0657,0.000275608,9474,2,153.473,50975,3,0.000275933,0.00148466,0.285953,0.452069
c-64b,51035,51035,717841,14.0657,0.000275608,9474,2,153.473,50975,3,0.000275933,0.00148466,0.285953,0.452069
c-65,48066,48066,360528,7.50069,0.00015605,3276,2,18.9139,49347,3,0.000151999,0.00228959,0.694261,0.412107
c-66,49989,49989,499007,9.98234,0.000199691,5237,2,36.5338,50729,3,0.000196778,0.00190612,0.596729,0.431914
c-66b,49989,49989,499007,9.98234,0.000199691,5237,2,36.5338,50729,3,0.000196778,0.00190612,0.596729,0.431914
c-67,57975,57975,531935,9.17525,0.000158262,2346,2,44.7335,55671,3,0.000164812,0.00391102,0.598632,0.437221
c-67b,57975,57975,531935,9.17525,0.000158262,2346,2,44.7335,55671,3,0.000164812,0.00391102,0.598632,0.437221
c-68,64810,64810,566006,8.73331,0.000134753,2774,2,18.687,66071,3,0.000132181,0.00314827,0.80018,0.423205
c-69,67458,67458,623970,9.24976,0.000137119,4316,2,21.9484,69575,3,0.000132947,0.00214313,0.748548,0.424508
c-70,68924,68924,658986,9.56105,0.000138719,4364,2,22.6459,71503,3,0.000133715,0.00219089,0.750509,0.425324
c-71,76638,76638,859554,11.2158,0.000146347,6720,2,29.2367,82285,3,0.000136304,0.00166901,0.717185,0.427145
c-72,84064,84064,707558,8.4169,0.000100125,5172,2,22.1048,86659,3,9.71266e-05,0.0016274,0.721372,0.41889
c-73,169422,169422,1.27927e+06,7.55081,4.45681e-05,39937,2,151.494,155973,3,4.8411e-05,0.000189068,0.172214,0.431423
c-73b,169422,169422,1.27927e+06,7.55081,4.45681e-05,39937,2,151.494,155973,3,4.8411e-05,0.000189068,0.172214,0.431423
ca2010,710145,710145,3.48937e+06,4.9136,6.91915e-06,141,1,2.90003,185616,0,2.64718e-05,0.0348482,1.20851,0.792784
ca-AstroPh,18772,18772,396160,21.1038,0.00112422,504,1,30.568,35607,0,0.000592686,0.0418726,0.882114,0.345207
ca-CondMat,23133,23133,186936,8.08092,0.000349324,280,1,10.636,40191,0,0.000201063,0.0288604,0.917876,0.365312
cage,366,366,5124,14,0.0382514,14,14,0,676,0,0.0207101,1,1,0.351248
cage10,11397,11397,150645,13.218,0.00115977,25,5,3.9837,7531,3,0.00175514,0.528718,1.45389,0.529804
cage11,39082,39082,559722,14.3217,0.000366453,31,3,4.47423,23497,3,0.000609513,0.461991,1.4492,0.552298
cage12,130228,130228,2.03254e+06,15.6075,0.000119848,33,5,4.70918,75465,3,0.000206818,0.472955,1.51987,0.564437
cage13,445315,445315,7.47934e+06,16.7956,3.77163e-05,39,3,5.12839,243009,3,6.91152e-05,0.430657,1.5273,0.579941
cage14,1.50578e+06,1.50578e+06,2.71303e+07,18.0174,1.19655e-05,41,5,5.36783,799375,3,2.25394e-05,0.439449,1.44486,0.589146
cage15,5.15486e+06,5.15486e+06,9.91996e+07,19.2439,3.73316e-06,47,3,5.73672,2.57084e+06,3,7.48546e-06,0.409445,1.46885,0.604371
cage4,9,9,49,5.44444,0.604938,6,5,0.496904,11,9,0.494949,0.907407,1.67752,0.347792
cage5,37,37,233,6.2973,0.170197,10,3,1.87249,39,9,0.161469,0.62973,1.47676,0.308642
cage6,93,93,785,8.44086,0.0907619,13,5,2.19218,85,7,0.0993042,0.649297,1.55813,0.374811
cage7,340,340,3084,9.07059,0.0266782,16,3,2.93173,277,5,0.0327458,0.566912,1.41764,0.425309
cage8,1015,1015,11003,10.8404,0.0106802,18,5,3.16479,779,5,0.0139158,0.602244,1.59543,0.449681
cage9,3534,3534,41594,11.7697,0.00333041,23,3,3.75187,2451,3,0.00480199,0.511725,1.517,0.513455
CAG_mat1916,1916,1916,195985,102.289,0.0533865,279,2,59.2762,3820,6,0.0267771,0.366626,1.26097,0.327948
CAG_mat364,364,364,13585,37.3214,0.102531,82,2,18.9359,706,2,0.0528632,0.455139,1.34615,0.334711
CAG_mat72,72,72,1012,14.0556,0.195216,25,2,5.65167,90,25,0.156173,0.562222,1.49739,0.271633
ca-GrQc,5242,5242,28980,5.52842,0.00105464,81,1,7.91791,8569,0,0.000645166,0.0682522,0.899104,0.379553
ca-HepPh,12008,12008,237010,19.7377,0.00164371,491,1,46.6369,22517,0,0.000876568,0.0401989,0.774867,0.347806
ca-HepTh,9877,9877,51971,5.26182,0.000532735,65,1,6.18639,15927,0,0.000330371,0.0809511,0.952051,0.38277
caidaRouterLevel,192244,192244,1.21813e+06,6.33639,3.29601e-05,1071,1,14.14,279640,0,2.26591e-05,0.00591633,0.774869,0.407397
can_1054,1054,1054,12196,11.5712,0.0109783,35,6,5.58717,1215,7,0.00952359,0.330604,1.18694,0.363496
can_1072,1072,1072,12444,11.6082,0.0108286,35,6,5.6474,1253,7,0.00926433,0.331663,1.18775,0.36162
can_144,144,144,1296,9,0.0625,15,6,3,121,7,0.0743802,0.6,1.125,0.389189
can_161,161,161,1377,8.5528,0.053123,17,6,1.22043,47,9,0.181974,0.503106,3.19397,0.437003
can_187,187,187,1491,7.97326,0.0426378,10,5,1.42714,19,9,0.419645,0.797326,2.17402,0.458243
can_229,229,229,1777,7.75983,0.0338857,13,3,2.12265,109,9,0.0711911,0.59691,1.8518,0.385134
can_24,24,24,160,6.66667,0.277778,9,4,1.79505,41,7,0.162602,0.740741,1.32202,0.288462
can_256,256,256,2916,11.3906,0.0444946,83,4,7.23299,375,3,0.030375,0.137236,1.11087,0.368121
can_268,268,268,3082,11.5,0.0429104,37,4,5.75851,313,7,0.0367412,0.310811,1.16493,0.363572
can_292,292,292,2540,8.69863,0.0297898,35,4,5.39961,421,9,0.0206618,0.248532,1.22225,0.290225
can_445,445,445,3809,8.55955,0.0192349,13,4,1.25749,273,11,0.0313537,0.658427,2.68008,0.347962
can_61,61,61,557,9.13115,0.149691,25,5,3.87288,101,3,0.0904074,0.365246,1.13989,0.340704
can_62,62,62,218,3.51613,0.0567118,7,2,1.0119,39,3,0.0901572,0.502304,1.6724,0.410871
can_634,634,634,7228,11.4006,0.0179821,28,2,3.84072,849,9,0.0134283,0.407165,1.46619,0.321094
can_715,715,715,6665,9.32168,0.0130373,105,2,5.88372,561,9,0.0166162,0.0887779,1.13794,0.365294
can_73,73,73,377,5.16438,0.070745,9,3,2.16456,55,3,0.0938979,0.57382,1.35609,0.436066
can_838,838,838,10010,11.9451,0.0142543,32,6,6.22332,699,3,0.0170889,0.373285,1.15061,0.480377
can_96,96,96,768,8,0.0833333,9,6,1.41421,11,9,0.727273,0.888889,2.21639,0.466019
cant,62451,62451,4.00738e+06,64.1684,0.0010275,78,1,14.0563,99,99,0.648166,0.822672,1.87586,0.393265
case39,40216,40216,1.04216e+06,25.9141,0.000644372,20024,1,316.226,40311,37,0.000642853,0.00129415,0.151982,0.29161
case9,14454,14454,147972,10.2374,0.000708277,7210,1,105.253,14517,17,0.000705204,0.00141989,0.17767,0.272944
cavity01,317,317,7327,23.1136,0.0729135,62,8,12.491,183,36,0.126304,0.372799,1.19385,0.330989
cavity02,317,317,7327,23.1136,0.0729135,62,1,18.0642,183,36,0.126304,0.372799,1.08364,0.330989
cavity03,317,317,7327,23.1136,0.0729135,62,8,12.491,183,36,0.126304,0.372799,1.19385,0.330989
cavity04,317,317,7327,23.1136,0.0729135,62,1,18.0642,183,36,0.126304,0.372799,1.08364,0.330989
cavity05,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53,0.124236,0.446851,1.22263,0.327134
cavity06,1182,1182,32747,27.7047,0.0234389,62,1,17.6274,223,53,0.124236,0.446851,1.19138,0.327134
cavity07,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53,0.124236,0.446851,1.22263,0.327134
cavity08,1182,1182,32747,27.7047,0.0234389,62,1,17.6274,223,53,0.124236,0.446851,1.19138,0.327134
cavity09,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53,0.124236,0.446851,1.22263,0.327134
cavity10,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54,0.111809,0.474288,1.26912,0.342836
cavity11,2597,2597,76367,29.4059,0.011323,62,1,17.1846,263,54,0.111809,0.474288,1.24558,0.342836
cavity12,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54,0.111809,0.474288,1.26912,0.342836
cavity13,2597,2597,76367,29.4059,0.011323,62,1,17.1846,263,54,0.111809,0.474288,1.24558,0.342836
cavity14,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54,0.111809,0.474288,1.26912,0.342836
